time,stamp_secs,stamp_nsecs,report
2026/06/04 15:16:52.95668387,1780597012,70064512,0
2026/06/04 15:16:52.95808039,1780597012,90067243,0
2026/06/04 15:16:52.110463718,1780597012,110050840,0
2026/06/04 15:16:52.130636212,1780597012,130100724,0
2026/06/04 15:16:52.150697894,1780597012,150104538,0
2026/06/04 15:16:52.170643375,1780597012,170083994,0
2026/06/04 15:16:52.190789268,1780597012,190105719,0
2026/06/04 15:16:52.210907777,1780597012,210124813,0
2026/06/04 15:16:52.231152619,1780597012,230171385,0
2026/06/04 15:16:52.250779102,1780597012,250139323,0
2026/06/04 15:16:52.270520213,1780597012,270107920,0
2026/06/04 15:16:52.290841326,1780597012,290154609,0
2026/06/04 15:16:52.311426328,1780597012,310265285,0
2026/06/04 15:16:52.330913630,1780597012,330167880,0
2026/06/04 15:16:52.350633660,1780597012,350107785,0
2026/06/04 15:16:52.370698612,1780597012,370088745,0
2026/06/04 15:16:52.390837238,1780597012,390126599,0
2026/06/04 15:16:52.410572084,1780597012,410085910,0
2026/06/04 15:16:52.430587575,1780597012,430120081,0
2026/06/04 15:16:52.450582825,1780597012,450094674,0
2026/06/04 15:16:52.471108565,1780597012,470146901,0
2026/06/04 15:16:52.490967732,1780597012,490115491,0
2026/06/04 15:16:52.510791137,1780597012,510087855,0
2026/06/04 15:16:52.530945623,1780597012,530221125,0
2026/06/04 15:16:52.550772124,1780597012,550193633,0
2026/06/04 15:16:52.570639237,1780597012,570148352,0
2026/06/04 15:16:52.590672451,1780597012,590131447,0
2026/06/04 15:16:52.610879038,1780597012,610111943,0
2026/06/04 15:16:52.630769946,1780597012,630153127,0
2026/06/04 15:16:52.650808262,1780597012,650121309,0
2026/06/04 15:16:52.671153451,1780597012,670217252,0
2026/06/04 15:16:52.690665995,1780597012,690111404,0
2026/06/04 15:16:52.710685861,1780597012,710112027,0
2026/06/04 15:16:52.730538011,1780597012,730048995,0
2026/06/04 15:16:52.750773928,1780597012,750073677,0
2026/06/04 15:16:52.771054281,1780597012,770179113,0
2026/06/04 15:16:52.791142231,1780597012,790234967,0
2026/06/04 15:16:52.810795440,1780597012,810148272,0
2026/06/04 15:16:52.830637531,1780597012,830080137,0
2026/06/04 15:16:52.850581095,1780597012,850078339,0
2026/06/04 15:16:52.870723189,1780597012,870145394,0
2026/06/04 15:16:52.891195229,1780597012,890103652,0
2026/06/04 15:16:52.911191082,1780597012,910186545,0
2026/06/04 15:16:52.930775701,1780597012,930103942,0
2026/06/04 15:16:52.950795754,1780597012,950114269,0
2026/06/04 15:16:52.970659336,1780597012,970121114,0
2026/06/04 15:16:52.990585021,1780597012,990119498,0
2026/06/04 15:16:53.10652588,1780597013,10197231,0
2026/06/04 15:16:53.30663028,1780597013,30143214,0
2026/06/04 15:16:53.50885359,1780597013,50101490,0
2026/06/04 15:16:53.70662927,1780597013,70126511,0
2026/06/04 15:16:53.90899708,1780597013,90180206,0
2026/06/04 15:16:53.110786346,1780597013,110074085,0
2026/06/04 15:16:53.130515338,1780597013,130071362,0
2026/06/04 15:16:53.150520058,1780597013,150109924,0
2026/06/04 15:16:53.170524689,1780597013,170106076,0
2026/06/04 15:16:53.191024323,1780597013,190110649,0
2026/06/04 15:16:53.210799890,1780597013,210089713,0
2026/06/04 15:16:53.230700103,1780597013,230149493,0
2026/06/04 15:16:53.250825156,1780597013,250143101,0
2026/06/04 15:16:53.270625841,1780597013,270101258,0
2026/06/04 15:16:53.290634250,1780597013,290118294,0
2026/06/04 15:16:53.310760089,1780597013,310094866,0
2026/06/04 15:16:53.330771128,1780597013,330103033,0
2026/06/04 15:16:53.350891722,1780597013,350185864,0
2026/06/04 15:16:53.370709410,1780597013,370094744,0
2026/06/04 15:16:53.390901582,1780597013,390134542,0
2026/06/04 15:16:53.410659557,1780597013,410069427,0
2026/06/04 15:16:53.430607389,1780597013,430141105,0
2026/06/04 15:16:53.450850528,1780597013,450133310,0
2026/06/04 15:16:53.470672140,1780597013,470104307,0
2026/06/04 15:16:53.490998772,1780597013,490113540,0
2026/06/04 15:16:53.510820504,1780597013,510102583,0
2026/06/04 15:16:53.530688809,1780597013,530129010,0
2026/06/04 15:16:53.551128614,1780597013,550180502,0
2026/06/04 15:16:53.570682264,1780597013,570119310,0
2026/06/04 15:16:53.590683637,1780597013,590116662,0
2026/06/04 15:16:53.610505502,1780597013,610102294,0
2026/06/04 15:16:53.630849907,1780597013,630131192,0
2026/06/04 15:16:53.651141499,1780597013,650185623,0
2026/06/04 15:16:53.670939781,1780597013,670117716,0
2026/06/04 15:16:53.690808951,1780597013,690104134,0
2026/06/04 15:16:53.710669935,1780597013,710149350,0
2026/06/04 15:16:53.730635543,1780597013,730145429,0
2026/06/04 15:16:53.750771904,1780597013,750126186,0
2026/06/04 15:16:53.770826526,1780597013,770128809,0
2026/06/04 15:16:53.790983985,1780597013,790115665,0
2026/06/04 15:16:53.811352644,1780597013,810197273,0
2026/06/04 15:16:53.830841360,1780597013,830231932,0
2026/06/04 15:16:53.850827542,1780597013,850127461,0
2026/06/04 15:16:53.870667748,1780597013,870103331,0
2026/06/04 15:16:53.890904684,1780597013,890218928,0
2026/06/04 15:16:53.911037164,1780597013,910220216,0
2026/06/04 15:16:53.931103774,1780597013,930205863,0
2026/06/04 15:16:53.951120644,1780597013,950257287,0
2026/06/04 15:16:53.971325790,1780597013,970262098,0
2026/06/04 15:16:53.991089507,1780597013,990224631,0
2026/06/04 15:16:54.10860765,1780597014,10195167,0
2026/06/04 15:16:54.30768548,1780597014,30189090,0
2026/06/04 15:16:54.50603619,1780597014,50178038,0
2026/06/04 15:16:54.71556637,1780597014,70269975,0
2026/06/04 15:16:54.91209759,1780597014,90136046,0
2026/06/04 15:16:54.111186760,1780597014,110258994,0
2026/06/04 15:16:54.130760274,1780597014,130214140,0
2026/06/04 15:16:54.150679690,1780597014,150103825,0
2026/06/04 15:16:54.170715387,1780597014,170153355,0
2026/06/04 15:16:54.190773855,1780597014,190176711,0
2026/06/04 15:16:54.211065781,1780597014,210184965,0
2026/06/04 15:16:54.231077649,1780597014,230166783,0
2026/06/04 15:16:54.250846005,1780597014,250229257,0
2026/06/04 15:16:54.270786331,1780597014,270102904,0
2026/06/04 15:16:54.290498407,1780597014,290095856,0
2026/06/04 15:16:54.310856062,1780597014,310208702,0
2026/06/04 15:16:54.330598320,1780597014,330067993,0
2026/06/04 15:16:54.350810740,1780597014,350172052,0
2026/06/04 15:16:54.371076374,1780597014,370185751,0
2026/06/04 15:16:54.390984189,1780597014,390168976,0
2026/06/04 15:16:54.411385132,1780597014,410263847,0
2026/06/04 15:16:54.430973309,1780597014,430223548,0
2026/06/04 15:16:54.450499370,1780597014,450060834,0
2026/06/04 15:16:54.470900496,1780597014,470176601,0
2026/06/04 15:16:54.490715047,1780597014,490119785,0
2026/06/04 15:16:54.511149439,1780597014,510116334,0
2026/06/04 15:16:54.531337099,1780597014,530197907,0
2026/06/04 15:16:54.551220865,1780597014,550192653,0
2026/06/04 15:16:54.571385658,1780597014,570258993,0
2026/06/04 15:16:54.590863677,1780597014,590192803,0
2026/06/04 15:16:54.610678724,1780597014,610087243,0
2026/06/04 15:16:54.630726688,1780597014,630234419,0
2026/06/04 15:16:54.650844426,1780597014,650134911,0
2026/06/04 15:16:54.670925869,1780597014,670109046,0
2026/06/04 15:16:54.690919889,1780597014,690120958,0
2026/06/04 15:16:54.710945365,1780597014,710119785,0
2026/06/04 15:16:54.731197278,1780597014,730249375,0
2026/06/04 15:16:54.750957907,1780597014,750201276,0
2026/06/04 15:16:54.770813743,1780597014,770110384,0
2026/06/04 15:16:54.791116151,1780597014,790215592,0
2026/06/04 15:16:54.811204787,1780597014,810163846,0
2026/06/04 15:16:54.831390992,1780597014,830272420,0
2026/06/04 15:16:54.850679839,1780597014,850091615,0
2026/06/04 15:16:54.870744050,1780597014,870123558,0
2026/06/04 15:16:54.890596520,1780597014,890099608,0
2026/06/04 15:16:54.910892691,1780597014,910164198,0
2026/06/04 15:16:54.930708279,1780597014,930131432,0
2026/06/04 15:16:54.951197143,1780597014,950207292,0
2026/06/04 15:16:54.970859778,1780597014,970134197,0
2026/06/04 15:16:54.991384118,1780597014,990269042,0
2026/06/04 15:16:55.10940198,1780597015,10146880,0
2026/06/04 15:16:55.30568949,1780597015,30102513,0
2026/06/04 15:16:55.50813819,1780597015,50193629,0
2026/06/04 15:16:55.70714890,1780597015,70204434,0
2026/06/04 15:16:55.91126204,1780597015,90127944,0
2026/06/04 15:16:55.110694726,1780597015,110138044,0
2026/06/04 15:16:55.130775837,1780597015,130139609,0
2026/06/04 15:16:55.151423791,1780597015,150263043,0
2026/06/04 15:16:55.170776447,1780597015,170163296,0
2026/06/04 15:16:55.190650840,1780597015,190097602,0
2026/06/04 15:16:55.210769519,1780597015,210201620,0
2026/06/04 15:16:55.231439957,1780597015,230261431,0
2026/06/04 15:16:55.251111437,1780597015,250203811,0
2026/06/04 15:16:55.270748489,1780597015,270091095,0
2026/06/04 15:16:55.291131643,1780597015,290120819,0
2026/06/04 15:16:55.311127382,1780597015,310252880,0
2026/06/04 15:16:55.330542555,1780597015,330066011,0
2026/06/04 15:16:55.350650219,1780597015,350067963,0
2026/06/04 15:16:55.370943947,1780597015,370226899,0
2026/06/04 15:16:55.391284777,1780597015,390213260,0
2026/06/04 15:16:55.410914161,1780597015,410119925,0
2026/06/04 15:16:55.430833928,1780597015,430135090,0
2026/06/04 15:16:55.450691884,1780597015,450114372,0
2026/06/04 15:16:55.470553568,1780597015,470068211,0
2026/06/04 15:16:55.490526237,1780597015,490096410,0
2026/06/04 15:16:55.510633602,1780597015,510095593,0
2026/06/04 15:16:55.531035202,1780597015,530184557,0
2026/06/04 15:16:55.551022183,1780597015,550119349,0
2026/06/04 15:16:55.571003537,1780597015,570120642,0
2026/06/04 15:16:55.591279057,1780597015,590204472,0
2026/06/04 15:16:55.610627171,1780597015,610090629,0
2026/06/04 15:16:55.630597267,1780597015,630103962,0
2026/06/04 15:16:55.651016205,1780597015,650311096,0
2026/06/04 15:16:55.671213111,1780597015,670196696,0
2026/06/04 15:16:55.691083710,1780597015,690206658,0
2026/06/04 15:16:55.711417198,1780597015,710297205,0
2026/06/04 15:16:55.731140526,1780597015,730272038,0
2026/06/04 15:16:55.750823785,1780597015,750137344,0
2026/06/04 15:16:55.770879431,1780597015,770204227,0
2026/06/04 15:16:55.790560714,1780597015,790114322,0
2026/06/04 15:16:55.810945436,1780597015,810088820,0
2026/06/04 15:16:55.830675922,1780597015,830123035,0
2026/06/04 15:16:55.850880375,1780597015,850147408,0
2026/06/04 15:16:55.871117385,1780597015,870241466,0
2026/06/04 15:16:55.890978336,1780597015,890176277,0
2026/06/04 15:16:55.910701732,1780597015,910114204,0
2026/06/04 15:16:55.930827104,1780597015,930225504,0
2026/06/04 15:16:55.950630104,1780597015,950116688,0
2026/06/04 15:16:55.971305271,1780597015,970212345,0
2026/06/04 15:16:55.991247129,1780597015,990264469,0
2026/06/04 15:16:56.11592416,1780597016,10274990,0
2026/06/04 15:16:56.30811167,1780597016,30126964,0
2026/06/04 15:16:56.50738412,1780597016,50115810,0
2026/06/04 15:16:56.70718061,1780597016,70117486,0
2026/06/04 15:16:56.90705983,1780597016,90247320,0
2026/06/04 15:16:56.111002347,1780597016,110107936,0
2026/06/04 15:16:56.130692623,1780597016,130090080,0
2026/06/04 15:16:56.150901807,1780597016,150112853,0
2026/06/04 15:16:56.170900097,1780597016,170132089,0
2026/06/04 15:16:56.190768380,1780597016,190063143,0
2026/06/04 15:16:56.210550585,1780597016,210062636,0
2026/06/04 15:16:56.230691790,1780597016,230098326,0
2026/06/04 15:16:56.250595052,1780597016,250062334,0
2026/06/04 15:16:56.270805143,1780597016,270101235,0
2026/06/04 15:16:56.290977843,1780597016,290092982,0
2026/06/04 15:16:56.310936000,1780597016,310136829,0
2026/06/04 15:16:56.330658609,1780597016,330067872,0
2026/06/04 15:16:56.350603417,1780597016,350102210,0
2026/06/04 15:16:56.370714942,1780597016,370133401,0
2026/06/04 15:16:56.390894571,1780597016,390136132,0
2026/06/04 15:16:56.410909266,1780597016,410103195,0
2026/06/04 15:16:56.430819094,1780597016,430100576,0
2026/06/04 15:16:56.450754955,1780597016,450135781,0
2026/06/04 15:16:56.470835770,1780597016,470117420,0
2026/06/04 15:16:56.490610403,1780597016,490120062,0
2026/06/04 15:16:56.510503087,1780597016,510122790,0
2026/06/04 15:16:56.530622601,1780597016,530075584,0
2026/06/04 15:16:56.550910137,1780597016,550095406,0
2026/06/04 15:16:56.570994235,1780597016,570087429,0
2026/06/04 15:16:56.591237013,1780597016,590259425,0
2026/06/04 15:16:56.611436147,1780597016,610166619,0
2026/06/04 15:16:56.630636260,1780597016,630131872,0
2026/06/04 15:16:56.650659733,1780597016,650102076,0
2026/06/04 15:16:56.670599015,1780597016,670101779,0
2026/06/04 15:16:56.691030261,1780597016,690130006,0
2026/06/04 15:16:56.710709868,1780597016,710108346,0
2026/06/04 15:16:56.730946448,1780597016,730090486,0
2026/06/04 15:16:56.750945917,1780597016,750107173,0
2026/06/04 15:16:56.770706621,1780597016,770155227,0
2026/06/04 15:16:56.790457528,1780597016,790058280,0
2026/06/04 15:16:56.810723069,1780597016,810191377,0
2026/06/04 15:16:56.830658098,1780597016,830111134,0
2026/06/04 15:16:56.851136529,1780597016,850155338,0
2026/06/04 15:16:56.871216656,1780597016,870180540,0
2026/06/04 15:16:56.890825398,1780597016,890165116,0
2026/06/04 15:16:56.910618890,1780597016,910072390,0
2026/06/04 15:16:56.930654509,1780597016,930115890,0
2026/06/04 15:16:56.950695872,1780597016,950105149,0
2026/06/04 15:16:56.970987409,1780597016,970130044,0
2026/06/04 15:16:56.991097896,1780597016,990183845,0
2026/06/04 15:16:57.11390199,1780597017,10284211,0
2026/06/04 15:16:57.30967336,1780597017,30239478,0
2026/06/04 15:16:57.50742764,1780597017,50074713,0
2026/06/04 15:16:57.70692482,1780597017,70102800,0
2026/06/04 15:16:57.90932973,1780597017,90184100,0
2026/06/04 15:16:57.110729983,1780597017,110134860,0
2026/06/04 15:16:57.130874372,1780597017,130140463,0
2026/06/04 15:16:57.150836231,1780597017,150105036,0
2026/06/04 15:16:57.171258780,1780597017,170214470,0
2026/06/04 15:16:57.191086353,1780597017,190114687,0
2026/06/04 15:16:57.210604917,1780597017,210056773,0
2026/06/04 15:16:57.230785312,1780597017,230174303,0
2026/06/04 15:16:57.250647515,1780597017,250137329,0
2026/06/04 15:16:57.270920800,1780597017,270073388,0
2026/06/04 15:16:57.291102982,1780597017,290094513,0
2026/06/04 15:16:57.311126803,1780597017,310141998,0
2026/06/04 15:16:57.330862613,1780597017,330131633,0
2026/06/04 15:16:57.350662094,1780597017,350110773,0
2026/06/04 15:16:57.370562923,1780597017,370058318,0
2026/06/04 15:16:57.390713374,1780597017,390119727,0
2026/06/04 15:16:57.410957782,1780597017,410165931,0
2026/06/04 15:16:57.430692876,1780597017,430082730,0
2026/06/04 15:16:57.450777819,1780597017,450105559,0
2026/06/04 15:16:57.470850454,1780597017,470113249,0
2026/06/04 15:16:57.490719504,1780597017,490127153,0
2026/06/04 15:16:57.510633144,1780597017,510116038,0
2026/06/04 15:16:57.530768748,1780597017,530114748,0
2026/06/04 15:16:57.550608040,1780597017,550110601,0
2026/06/04 15:16:57.571180508,1780597017,570164999,0
2026/06/04 15:16:57.591248172,1780597017,590265917,0
2026/06/04 15:16:57.611401854,1780597017,610259689,0
2026/06/04 15:16:57.630707118,1780597017,630093737,0
2026/06/04 15:16:57.650552538,1780597017,650108293,0
2026/06/04 15:16:57.670757661,1780597017,670188622,0
2026/06/04 15:16:57.690753883,1780597017,690190659,0
2026/06/04 15:16:57.710866369,1780597017,710133713,0
2026/06/04 15:16:57.730889496,1780597017,730109693,0
2026/06/04 15:16:57.750977626,1780597017,750132282,0
2026/06/04 15:16:57.770931518,1780597017,770126991,0
2026/06/04 15:16:57.790670502,1780597017,790086248,0
2026/06/04 15:16:57.810651979,1780597017,810122330,0
2026/06/04 15:16:57.830630151,1780597017,830180676,0
2026/06/04 15:16:57.850927660,1780597017,850120439,0
2026/06/04 15:16:57.871411489,1780597017,870119262,0
2026/06/04 15:16:57.890977560,1780597017,890080505,0
2026/06/04 15:16:57.910986682,1780597017,910143207,0
